Region,NbMoisService,Age,StatutMarital,Adresse,Revenu,education,NbAnneesEmployeur,Retraite,Sexe,TailleFoyer,ServiceNumVert,LocMateriel,ServiceCarteAppel,ServiceSansFil,Internet,AffichageNumAppel,DoubleAppel,TransfertAppel,ConfTel,PaieElectronique,CatClient,Churn
Zone 2,17,28,Non marie(e),3,37,Bac +2,2,Non,Femme,1,Non,Non,Non,Non,Aucun,Non,Non,Oui,Oui,Non,Service plus,Oui
Zone 1,21,24,Marie(e),0,30,Bac +2/3,0,Non,Femme,5,Oui,Oui,Oui,Oui,Dial-up,Non,Oui,Oui,Non,Oui,Service Total,Non
Zone 2,25,51,Non marie(e),9,66,Bac +2/3,13,Non,Homme,2,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 3,44,31,Non marie(e),8,16,Inf au bac,3,Non,Homme,1,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Oui
Zone 2,59,49,Non marie(e),28,429,Bac +2/3,23,Non,Femme,2,Oui,Oui,Oui,Oui,Aucun,Oui,Non,Oui,Oui,Oui,Service Total,Oui
Zone 2,11,26,Non marie(e),7,20,Niveau Bac,4,Non,Homme,1,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 2,50,68,Marie(e),32,262,Bac +2,28,Non,Homme,2,Oui,Oui,Oui,Oui,Dial-up,Oui,Non,Oui,Oui,Oui,Service plus,Non
Zone 3,23,25,Marie(e),2,28,Bac +2,1,Non,Femme,5,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service electronique,Non
Zone 1,17,19,Non marie(e),0,18,Niveau Bac,0,Non,Femme,2,Non,Oui,Non,Non,Dial-up,Non,Non,Non,Non,Oui,Service electronique,Oui
Zone 1,15,62,Marie(e),3,144,Bac +2,21,Non,Homme,2,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 2,68,57,Marie(e),38,33,Inf au bac,9,Non,Femme,2,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service electronique,Non
Zone 1,69,42,Marie(e),23,19,Bac +2,0,Non,Femme,2,Non,Oui,Oui,Non,Dial-up,Non,Non,Non,Non,Oui,Service basic,Non
Zone 1,30,24,Marie(e),3,30,Inf au bac,7,Non,Femme,5,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Oui
Zone 3,22,30,Non marie(e),8,41,Niveau Bac,8,Non,Homme,1,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Non,Oui,Non,Service plus,Non
Zone 2,10,20,Marie(e),1,20,Niveau Bac,0,Non,Femme,4,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Oui
Zone 1,72,59,Marie(e),12,65,Bac +2,21,Non,Femme,6,Non,Oui,Oui,Non,Aucun,Oui,Non,Non,Non,Non,Service electronique,Non
Zone 2,34,24,Marie(e),5,17,Bac +2/3,0,Non,Femme,2,Non,Non,Oui,Non,Aucun,Oui,Non,Non,Oui,Non,Service plus,Non
Zone 2,43,49,Marie(e),18,66,Inf au bac,22,Non,Homme,4,Non,Non,Oui,Non,Aucun,Non,Oui,Non,Oui,Non,Service plus,Non
Zone 3,31,37,Marie(e),15,18,Bac +2/3,5,Non,Homme,3,Oui,Oui,Oui,Oui,Dial-up,Oui,Non,Oui,Non,Oui,Service Total,Non
Zone 2,6,27,Marie(e),5,26,Bac +2/3,2,Non,Homme,5,Oui,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Oui
Zone 2,48,42,Non marie(e),21,46,Bac +2/3,4,Non,Homme,1,Non,Non,Oui,Non,Aucun,Non,Oui,Oui,Non,Non,Service plus,Non
Zone 2,50,25,Non marie(e),6,19,Inf au bac,5,Non,Homme,3,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 3,20,41,Marie(e),19,58,Niveau Bac,6,Non,Femme,2,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service electronique,Non
Zone 3,61,73,Non marie(e),10,25,Inf au bac,21,Oui,Homme,1,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 2,6,21,Non marie(e),0,15,Niveau Bac,1,Non,Femme,1,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 2,1,22,Non marie(e),2,35,Niveau Bac,2,Non,Homme,1,Non,Non,Non,Non,Dial-up,Non,Non,Non,Non,Oui,Service basic,Oui
Zone 1,21,43,Non marie(e),13,41,Niveau Bac,1,Non,Femme,1,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 3,7,32,Non marie(e),1,71,Bac +2/3,3,Non,Homme,2,Oui,Oui,Non,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 3,65,56,Marie(e),19,608,Bac +2,34,Non,Femme,2,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 1,64,37,Non marie(e),10,44,Bac +2/3,9,Non,Femme,1,Non,Oui,Oui,Non,Aucun,Non,Non,Oui,Non,Oui,Service electronique,Non
Zone 3,4,30,Non marie(e),0,41,Niveau Bac,0,Non,Homme,2,Non,Non,Non,Non,Aucun,Oui,Oui,Oui,Non,Non,Service plus,Oui
Zone 1,67,45,Marie(e),22,83,Bac +2,11,Non,Femme,2,Non,Non,Oui,Non,Aucun,Non,Non,Oui,Non,Oui,Service electronique,Non
Zone 2,22,35,Non marie(e),12,28,Niveau Bac,3,Non,Homme,2,Non,Non,Non,Non,Dial-up,Non,Non,Non,Non,Non,Service electronique,Oui
Zone 3,51,37,Marie(e),17,101,Niveau Bac,10,Non,Femme,2,Non,Non,Oui,Non,Aucun,Non,Oui,Oui,Non,Non,Service plus,Non
Zone 1,50,28,Non marie(e),6,28,Inf au bac,10,Non,Femme,1,Oui,Oui,Oui,Oui,Aucun,Non,Oui,Oui,Oui,Non,Service plus,Non
Zone 1,31,47,Marie(e),18,35,Niveau Bac,0,Non,Homme,2,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 3,4,28,Non marie(e),0,39,Niveau Bac,3,Non,Femme,1,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Non,Non,Service plus,Oui
Zone 3,60,56,Non marie(e),19,51,Bac +2/3,11,Non,Homme,1,Non,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 3,7,31,Marie(e),12,31,Niveau Bac,7,Non,Femme,6,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Oui,Service basic,Oui
Zone 3,20,40,Non marie(e),2,209,Bac +2/3,15,Non,Femme,1,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Oui,Service electronique,Non
Zone 2,19,23,Marie(e),4,37,Bac +2,1,Non,Femme,4,Oui,Oui,Non,Non,Aucun,Oui,Oui,Non,Oui,Non,Service plus,Oui
Zone 3,58,37,Marie(e),5,64,Bac +2/3,8,Non,Femme,2,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 3,65,64,Non marie(e),20,88,Bac +2,26,Non,Femme,1,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 3,72,61,Marie(e),34,61,Inf au bac,8,Non,Homme,3,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service electronique,Non
Zone 3,8,42,Non marie(e),3,66,Bac +2,10,Non,Homme,1,Non,Non,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 2,33,40,Marie(e),14,19,Bac +2,5,Non,Homme,2,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 3,18,34,Marie(e),4,42,Niveau Bac,14,Non,Femme,5,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 2,24,31,Marie(e),6,41,Niveau Bac,13,Non,Homme,5,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Non,Non,Service plus,Non
Zone 3,70,36,Non marie(e),8,50,Inf au bac,15,Non,Femme,1,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service electronique,Non
Zone 1,7,38,Non marie(e),4,70,Bac +2/3,4,Non,Homme,1,Oui,Oui,Oui,Oui,Dial-up,Non,Oui,Non,Non,Oui,Service Total,Oui
Zone 3,70,59,Non marie(e),27,85,Inf au bac,19,Non,Femme,1,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 2,20,48,Marie(e),21,45,Bac +2,2,Non,Femme,2,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Oui
Zone 3,54,32,Marie(e),12,27,Inf au bac,9,Non,Homme,2,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service electronique,Non
Zone 3,36,48,Non marie(e),28,29,Inf au bac,2,Non,Homme,1,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 3,71,53,Marie(e),29,48,Bac +2/3,0,Non,Femme,2,Oui,Non,Oui,Non,Aucun,Non,Oui,Oui,Oui,Non,Service plus,Non
Zone 1,17,41,Non marie(e),4,32,Niveau Bac,3,Non,Homme,1,Oui,Non,Oui,Non,Aucun,Oui,Non,Oui,Non,Non,Service plus,Non
Zone 1,18,45,Marie(e),17,43,Inf au bac,9,Non,Homme,3,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Non,Non,Service plus,Non
Zone 1,16,27,Non marie(e),8,16,Bac +4/5,0,Non,Femme,1,Oui,Oui,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 3,38,30,Marie(e),6,22,Niveau Bac,3,Non,Femme,2,Non,Non,Oui,Non,Dial-up,Non,Non,Non,Non,Oui,Service electronique,Non
Zone 1,52,45,Marie(e),19,40,Bac +2,9,Non,Femme,3,Non,Oui,Oui,Oui,Dial-up,Non,Non,Oui,Oui,Oui,Service Total,Non
Zone 1,46,48,Marie(e),12,256,Bac +2,25,Non,Homme,6,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 2,31,46,Non marie(e),23,144,Bac +2/3,13,Non,Homme,1,Oui,Non,Oui,Non,Dial-up,Oui,Oui,Oui,Non,Oui,Service plus,Non
Zone 2,23,31,Non marie(e),10,45,Bac +2/3,0,Non,Homme,2,Oui,Non,Non,Non,Dial-up,Non,Non,Non,Non,Oui,Service electronique,Non
Zone 2,38,56,Marie(e),34,34,Niveau Bac,0,Non,Femme,3,Non,Non,Non,Oui,Dial-up,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 2,50,54,Non marie(e),15,248,Bac +2,28,Non,Femme,1,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Non,Non,Service plus,Non
Zone 2,16,49,Non marie(e),17,41,Niveau Bac,5,Non,Homme,1,Oui,Oui,Non,Oui,Dial-up,Non,Non,Oui,Non,Non,Service Total,Non
Zone 2,14,34,Marie(e),4,27,Bac +2/3,1,Non,Femme,2,Oui,Oui,Oui,Oui,Dial-up,Oui,Non,Oui,Oui,Oui,Service Total,Non
Zone 2,30,52,Non marie(e),23,17,Bac +2,3,Non,Femme,1,Non,Oui,Oui,Non,Dial-up,Non,Non,Non,Non,Non,Service electronique,Oui
Zone 3,22,47,Marie(e),0,44,Bac +2/3,11,Non,Femme,3,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 1,38,55,Marie(e),12,135,Niveau Bac,24,Non,Homme,4,Oui,Non,Oui,Non,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 3,59,26,Marie(e),3,41,Bac +2/3,1,Non,Femme,3,Non,Oui,Oui,Oui,Dial-up,Non,Non,Non,Non,Non,Service electronique,Oui
Zone 2,54,55,Non marie(e),1,587,Bac +2,33,Non,Homme,1,Non,Non,Non,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,9,40,Non marie(e),13,38,Bac +2/3,7,Non,Femme,1,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 1,67,67,Marie(e),38,49,Niveau Bac,10,Non,Femme,2,Non,Oui,Oui,Non,Dial-up,Non,Non,Non,Non,Oui,Service electronique,Non
Zone 2,24,44,Non marie(e),19,33,Bac +2,0,Non,Femme,2,Non,Oui,Non,Non,Aucun,Non,Non,Non,Oui,Oui,Service basic,Non
Zone 2,12,55,Marie(e),13,36,Inf au bac,5,Non,Femme,2,Non,Oui,Non,Non,Dial-up,Non,Non,Non,Non,Non,Service electronique,Oui
Zone 1,26,47,Non marie(e),13,54,Bac +2,0,Non,Homme,1,Oui,Oui,Oui,Oui,Dial-up,Non,Non,Non,Oui,Oui,Service electronique,Non
Zone 2,3,32,Non marie(e),4,58,Niveau Bac,11,Non,Homme,4,Oui,Oui,Oui,Oui,Aucun,Non,Non,Oui,Non,Oui,Service Total,Oui
Zone 2,20,46,Non marie(e),2,23,Bac +4/5,4,Non,Femme,2,Non,Non,Non,Non,Dial-up,Oui,Oui,Oui,Non,Oui,Service Total,Non
Zone 3,5,52,Marie(e),0,97,Bac +4/5,9,Non,Homme,2,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Non,Service Total,Oui
Zone 3,58,53,Non marie(e),19,207,Bac +2,12,Non,Femme,1,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 1,54,28,Marie(e),2,21,Bac +2,3,Non,Homme,4,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 2,52,39,Non marie(e),6,119,Bac +2,18,Non,Femme,1,Oui,Non,Oui,Non,Aucun,Non,Non,Non,Non,Oui,Service basic,Non
Zone 2,38,30,Marie(e),10,25,Inf au bac,5,Non,Femme,4,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 2,19,46,Non marie(e),5,59,Bac +2,17,Non,Homme,1,Oui,Non,Non,Non,Aucun,Oui,Non,Non,Oui,Non,Service basic,Non
Zone 2,22,33,Marie(e),2,24,Inf au bac,3,Non,Homme,4,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Oui,Service basic,Non
Zone 1,49,35,Marie(e),15,113,Bac +2/3,4,Non,Homme,5,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Oui,Service electronique,Non
Zone 3,5,39,Non marie(e),0,22,Inf au bac,0,Non,Femme,2,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 2,18,69,Non marie(e),28,11,Inf au bac,17,Oui,Homme,1,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 3,43,29,Non marie(e),4,33,Inf au bac,13,Non,Femme,4,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,17,50,Non marie(e),2,205,Bac +4/5,19,Non,Homme,1,Oui,Oui,Non,Oui,Dial-up,Non,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 2,37,33,Non marie(e),4,41,Bac +2,8,Non,Femme,3,Non,Oui,Non,Non,Aucun,Oui,Non,Non,Non,Oui,Service electronique,Oui
Zone 2,8,39,Non marie(e),0,39,Inf au bac,7,Non,Femme,1,Oui,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 2,51,46,Marie(e),8,107,Niveau Bac,21,Non,Femme,6,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 1,71,55,Marie(e),11,198,Inf au bac,31,Non,Femme,3,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 1,56,53,Marie(e),23,100,Bac +4/5,14,Non,Femme,2,Non,Oui,Oui,Non,Dial-up,Non,Non,Non,Non,Oui,Service electronique,Non
Zone 3,70,68,Non marie(e),21,1131,Niveau Bac,45,Non,Homme,1,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 1,62,53,Non marie(e),14,360,Bac +2,26,Non,Femme,2,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 1,50,52,Marie(e),22,162,Niveau Bac,27,Non,Femme,2,Oui,Oui,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 3,1,31,Non marie(e),3,29,Bac +4/5,2,Non,Femme,3,Non,Oui,Non,Non,Dial-up,Non,Non,Non,Non,Oui,Service basic,Oui
Zone 3,15,26,Non marie(e),1,38,Bac +2/3,1,Non,Homme,2,Non,Oui,Non,Non,Dial-up,Oui,Non,Oui,Non,Oui,Service Total,Oui
Zone 3,72,55,Marie(e),24,82,Bac +2,25,Non,Femme,2,Non,Oui,Oui,Non,Aucun,Oui,Oui,Non,Non,Oui,Service electronique,Non
Zone 2,69,47,Marie(e),10,159,Niveau Bac,24,Non,Homme,4,Non,Non,Oui,Non,Aucun,Oui,Non,Oui,Non,Non,Service plus,Oui
Zone 2,32,44,Non marie(e),10,201,Niveau Bac,24,Non,Homme,1,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 1,19,25,Marie(e),6,27,Bac +2/3,0,Non,Femme,2,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Oui
Zone 2,42,54,Non marie(e),19,57,Bac +2,10,Non,Femme,1,Non,Oui,Oui,Oui,Dial-up,Oui,Non,Non,Oui,Oui,Service Total,Non
Zone 3,51,49,Non marie(e),29,45,Inf au bac,16,Non,Homme,1,Non,Non,Oui,Non,Aucun,Non,Oui,Non,Non,Non,Service basic,Non
Zone 2,32,22,Marie(e),2,17,Niveau Bac,2,Non,Femme,4,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Oui
Zone 3,26,55,Marie(e),13,61,Inf au bac,26,Non,Homme,2,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 2,39,44,Marie(e),14,418,Bac +2/3,18,Non,Homme,2,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 2,72,53,Non marie(e),12,152,Niveau Bac,32,Non,Femme,1,Oui,Non,Oui,Oui,Dial-up,Oui,Oui,Oui,Non,Non,Service Total,Non
Zone 2,4,39,Non marie(e),11,38,Bac +2/3,1,Non,Homme,2,Oui,Non,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Non,Service Total,Oui
Zone 2,54,50,Marie(e),5,151,Bac +2/3,20,Non,Homme,3,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 1,34,40,Marie(e),21,23,Bac +2/3,9,Non,Femme,3,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 1,20,25,Marie(e),4,33,Bac +2/3,0,Non,Femme,3,Oui,Non,Oui,Oui,Dial-up,Oui,Non,Oui,Non,Oui,Service basic,Non
Zone 3,14,49,Non marie(e),4,26,Inf au bac,8,Non,Homme,1,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 1,61,59,Non marie(e),26,89,Inf au bac,40,Oui,Femme,1,Oui,Non,Oui,Non,Aucun,Oui,Oui,Non,Oui,Non,Service plus,Non
Zone 2,4,24,Non marie(e),2,25,Bac +2/3,0,Non,Homme,1,Non,Non,Oui,Non,Dial-up,Non,Oui,Non,Non,Non,Service basic,Oui
Zone 3,16,48,Non marie(e),25,59,Niveau Bac,13,Non,Homme,2,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Oui
Zone 1,13,41,Non marie(e),9,55,Niveau Bac,12,Non,Femme,3,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Oui,Service basic,Non
Zone 2,53,37,Marie(e),18,25,Bac +2,6,Non,Femme,2,Non,Oui,Oui,Non,Dial-up,Non,Non,Non,Non,Oui,Service electronique,Oui
Zone 2,58,36,Marie(e),13,39,Niveau Bac,8,Non,Femme,7,Oui,Non,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 2,25,38,Marie(e),19,56,Inf au bac,19,Non,Femme,2,Non,Oui,Oui,Oui,Aucun,Oui,Non,Non,Oui,Non,Service plus,Non
Zone 1,71,61,Marie(e),19,155,Bac +2,30,Non,Homme,2,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 1,22,33,Marie(e),13,119,Bac +4/5,0,Non,Femme,4,Oui,Oui,Non,Oui,Dial-up,Oui,Oui,Non,Oui,Oui,Service Total,Oui
Zone 1,46,48,Marie(e),15,64,Bac +2,20,Non,Homme,2,Oui,Oui,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Oui,Service plus,Non
Zone 3,66,50,Marie(e),2,333,Bac +4/5,24,Non,Homme,2,Non,Non,Oui,Non,Dial-up,Non,Non,Non,Non,Non,Service electronique,Non
Zone 1,69,58,Marie(e),29,26,Niveau Bac,7,Non,Femme,3,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 2,38,49,Marie(e),3,33,Bac +2/3,11,Non,Homme,4,Non,Oui,Non,Oui,Dial-up,Non,Oui,Non,Oui,Oui,Service electronique,Non
Zone 3,16,35,Non marie(e),7,46,Bac +2,3,Non,Homme,1,Non,Oui,Non,Non,Aucun,Non,Non,Non,Non,Oui,Service basic,Non
Zone 3,44,39,Marie(e),8,41,Niveau Bac,8,Non,Homme,4,Oui,Non,Oui,Non,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 1,50,50,Non marie(e),24,31,Inf au bac,8,Non,Homme,1,Non,Non,Oui,Non,Aucun,Non,Non,Oui,Oui,Non,Service plus,Non
Zone 3,10,23,Non marie(e),1,29,Bac +2/3,0,Non,Femme,1,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 2,7,41,Non marie(e),6,94,Niveau Bac,16,Non,Homme,1,Oui,Oui,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 3,71,48,Non marie(e),25,288,Bac +2,19,Non,Homme,1,Non,Non,Oui,Non,Aucun,Non,Non,Oui,Non,Non,Service basic,Non
Zone 3,16,39,Marie(e),5,31,Inf au bac,4,Non,Femme,5,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 3,6,20,Non marie(e),0,25,Niveau Bac,0,Non,Femme,2,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 2,46,55,Non marie(e),24,269,Niveau Bac,35,Non,Homme,1,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,51,49,Marie(e),13,203,Bac +2,27,Non,Homme,4,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,5,34,Non marie(e),12,22,Niveau Bac,2,Non,Homme,2,Oui,Oui,Non,Oui,Aucun,Non,Oui,Oui,Non,Oui,Service basic,Oui
Zone 2,49,54,Marie(e),23,25,Niveau Bac,1,Non,Femme,4,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 3,49,51,Marie(e),14,222,Bac +4/5,16,Non,Homme,2,Non,Non,Non,Non,Dial-up,Non,Oui,Non,Non,Oui,Service electronique,Non
Zone 1,26,30,Marie(e),4,76,Bac +2,7,Non,Homme,2,Non,Oui,Non,Non,Aucun,Non,Non,Non,Non,Oui,Service basic,Non
Zone 3,22,39,Non marie(e),4,55,Niveau Bac,17,Non,Femme,1,Oui,Non,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 3,51,45,Marie(e),4,46,Bac +2,6,Non,Homme,2,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 1,19,27,Marie(e),7,56,Bac +2/3,1,Non,Homme,4,Non,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 1,9,36,Non marie(e),1,79,Bac +2,11,Non,Femme,5,Oui,Oui,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Oui
Zone 3,15,25,Marie(e),0,51,Bac +2,2,Non,Femme,2,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 2,57,63,Non marie(e),19,61,Inf au bac,27,Non,Homme,1,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,48,45,Non marie(e),15,41,Inf au bac,10,Non,Femme,2,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 2,9,53,Marie(e),20,50,Niveau Bac,13,Non,Femme,2,Non,Oui,Non,Non,Aucun,Non,Non,Non,Non,Oui,Service basic,Oui
Zone 1,61,52,Non marie(e),21,82,Inf au bac,18,Non,Homme,1,Non,Non,Oui,Non,Aucun,Oui,Non,Oui,Oui,Non,Service plus,Non
Zone 3,72,53,Non marie(e),34,108,Inf au bac,23,Non,Homme,1,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,57,60,Non marie(e),20,14,Niveau Bac,27,Oui,Femme,1,Oui,Non,Oui,Non,Aucun,Non,Oui,Oui,Oui,Non,Service plus,Non
Zone 2,57,51,Non marie(e),10,46,Inf au bac,13,Non,Homme,1,Non,Non,Oui,Non,Dial-up,Non,Non,Non,Oui,Non,Service electronique,Non
Zone 1,37,60,Marie(e),0,46,Inf au bac,20,Non,Homme,3,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,45,51,Non marie(e),13,146,Bac +2/3,16,Non,Homme,2,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Oui,Service basic,Non
Zone 3,45,39,Marie(e),15,36,Inf au bac,11,Non,Femme,5,Non,Non,Oui,Non,Dial-up,Non,Non,Non,Non,Non,Service basic,Non
Zone 2,55,44,Non marie(e),24,83,Inf au bac,23,Non,Femme,1,Oui,Non,Oui,Non,Aucun,Non,Non,Oui,Oui,Non,Service plus,Non
Zone 2,24,27,Non marie(e),2,17,Bac +2,3,Non,Homme,5,Oui,Non,Non,Non,Aucun,Non,Oui,Non,Non,Non,Service electronique,Oui
Zone 3,1,20,Non marie(e),1,18,Bac +2,0,Non,Homme,1,Non,Oui,Non,Oui,Dial-up,Non,Non,Non,Oui,Oui,Service basic,Oui
Zone 2,34,23,Marie(e),3,24,Inf au bac,7,Non,Femme,4,Oui,Non,Oui,Non,Aucun,Non,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,14,37,Marie(e),5,48,Bac +2,1,Non,Femme,4,Oui,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 3,6,32,Non marie(e),10,47,Inf au bac,10,Non,Homme,1,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
